"site","time","utm_x","utm_y","S","gamma_t","elevation","ndvi","urban","n_tested","n_pos","prevalence_true"
10,4,145254.921648289,569386.179450511,0.033890335162208,0.286346001734015,277.727453473198,0.090999257033102,1,55,16,0.359947553336513
10,5,145254.921648289,569386.179450511,0.033890335162208,0.167704016270681,277.727453473198,0.090999257033102,1,87,25,0.33309191260008
10,6,145254.921648289,569386.179450511,0.033890335162208,0.207195822810418,277.727453473198,0.090999257033102,1,138,49,0.341921743551764
11,1,679723.112388518,1000215.53741532,0.747012250027672,2.11781169778922,260.516347103719,0.351194606440157,0,172,144,0.848178129941405
11,2,679723.112388518,1000215.53741532,0.747012250027672,1.50080234286777,260.516347103719,0.351194606440157,0,99,75,0.750891643811143
11,3,679723.112388518,1000215.53741532,0.747012250027672,0.381255777034645,260.516347103719,0.351194606440157,0,64,31,0.495956794570598
11,4,679723.112388518,1000215.53741532,0.747012250027672,0.286346001734015,260.516347103719,0.351194606440157,0,167,87,0.472257783657307
11,5,679723.112388518,1000215.53741532,0.747012250027672,0.167704016270681,260.516347103719,0.351194606440157,0,150,73,0.442820011242255
11,6,679723.112388518,1000215.53741532,0.747012250027672,0.207195822810418,260.516347103719,0.351194606440157,0,120,48,0.452584623224955
12,1,71526.0545829988,1508900.70636452,0.686451050560637,2.11781169778922,279.575939052119,0.705642630150139,1,91,87,0.921272632909129
12,2,71526.0545829988,1508900.70636452,0.686451050560637,1.50080234286777,279.575939052119,0.705642630150139,1,164,145,0.863274307694245
12,3,71526.0545829988,1508900.70636452,0.686451050560637,0.381255777034645,279.575939052119,0.705642630150139,1,53,35,0.673313325189167
12,4,71526.0545829988,1508900.70636452,0.686451050560637,0.286346001734015,279.575939052119,0.705642630150139,1,161,100,0.652103774611078
12,5,71526.0545829988,1508900.70636452,0.686451050560637,0.167704016270681,279.575939052119,0.705642630150139,1,156,104,0.624726179849375
12,6,71526.0545829988,1508900.70636452,0.686451050560637,0.207195822810418,279.575939052119,0.705642630150139,1,74,50,0.633938199933878
13,1,229472.847888648,933808.999364831,-0.418708531988063,2.11781169778922,240.888007680318,0.207085479183315,1,79,54,0.72002630412275
13,2,229472.847888648,933808.999364831,-0.418708531988063,1.50080234286777,240.888007680318,0.207085479183315,1,66,35,0.581171102924187
13,3,229472.847888648,933808.999364831,-0.418708531988063,0.381255777034645,240.888007680318,0.207085479183315,1,179,54,0.31174715236121
13,4,229472.847888648,933808.999364831,-0.418708531988063,0.286346001734015,240.888007680318,0.207085479183315,1,61,18,0.29175542636507
13,5,229472.847888648,933808.999364831,-0.418708531988063,0.167704016270681,240.888007680318,0.207085479183315,1,121,37,0.267858373147095
13,6,229472.847888648,933808.999364831,-0.418708531988063,0.207195822810418,240.888007680318,0.207085479183315,1,182,59,0.275673755097908
14,1,1032124.87144481,1257610.08461702,0.277089432528064,2.11781169778922,351.17898711106,0.519179797719097,0,125,99,0.787677761602723
14,2,1032124.87144481,1257610.08461702,0.277089432528064,1.50080234286777,351.17898711106,0.519179797719097,0,174,102,0.666850513674447
14,3,1032124.87144481,1257610.08461702,0.277089432528064,0.381255777034645,351.17898711106,0.519179797719097,0,57,21,0.395184200942702
14,4,1032124.87144481,1257610.08461702,0.277089432528064,0.286346001734015,351.17898711106,0.519179797719097,0,183,70,0.372739594856368
14,5,1032124.87144481,1257610.08461702,0.277089432528064,0.167704016270681,351.17898711106,0.519179797719097,0,104,39,0.345444650455149
14,6,1032124.87144481,1257610.08461702,0.277089432528064,0.207195822810418,351.17898711106,0.519179797719097,0,102,31,0.354427910604342
15,1,384084.99065408,1008755.7972317,0.751465741119734,2.11781169778922,249.732859731998,0.317097316601664,0,180,146,0.846177806646969
15,2,384084.99065408,1008755.7972317,0.751465741119734,1.50080234286777,249.732859731998,0.317097316601664,0,78,63,0.747990371263698
15,3,384084.99065408,1008755.7972317,0.751465741119734,0.381255777034645,249.732859731998,0.317097316601664,0,166,89,0.492094719644185
15,4,384084.99065408,1008755.7972317,0.751465741119734,0.286346001734015,249.732859731998,0.317097316601664,0,93,51,0.468408755691879
15,5,384084.99065408,1008755.7972317,0.751465741119734,0.167704016270681,249.732859731998,0.317097316601664,0,186,81,0.439011322720461
15,6,384084.99065408,1008755.7972317,0.751465741119734,0.207195822810418,249.732859731998,0.317097316601664,0,165,66,0.44875959219577
16,1,668294.967181419,1410201.29491389,0.536668018435119,2.11781169778922,268.182012463068,0.666588290842671,0,174,146,0.856464092812175
16,2,668294.967181419,1410201.29491389,0.536668018435119,1.50080234286777,268.182012463068,0.666588290842671,0,136,103,0.763003602215822
16,3,668294.967181419,1410201.29491389,0.536668018435119,0.381255777034645,268.182012463068,0.666588290842671,0,188,106,0.512415258685365
16,4,668294.967181419,1410201.29491389,0.536668018435119,0.286346001734015,268.182012463068,0.666588290842671,0,56,29,0.488692295758294
16,5,668294.967181419,1410201.29491389,0.536668018435119,0.167704016270681,268.182012463068,0.666588290842671,0,51,23,0.459121319367227
16,6,668294.967181419,1410201.29491389,0.536668018435119,0.207195822810418,268.182012463068,0.666588290842671,0,75,32,0.468942856748706
17,1,720858.775268485,1261133.63714181,1.24315381259807,2.11781169778922,334.998073210733,0.507143624038962,1,143,139,0.941717128962274
17,2,720858.775268485,1261133.63714181,1.24315381259807,1.50080234286777,334.998073210733,0.507143624038962,1,84,79,0.897097936648252
17,3,720858.775268485,1261133.63714181,1.24315381259807,0.381255777034645,334.998073210733,0.507143624038962,1,110,81,0.739975414927123
17,4,720858.775268485,1261133.63714181,1.24315381259807,0.286346001734015,334.998073210733,0.507143624038962,1,116,87,0.72130237164888
17,5,720858.775268485,1261133.63714181,1.24315381259807,0.167704016270681,334.998073210733,0.507143624038962,1,107,81,0.696838712841469
17,6,720858.775268485,1261133.63714181,1.24315381259807,0.207195822810418,334.998073210733,0.507143624038962,1,115,82,0.705116115237103
18,1,-124218.769249043,770700.165764312,-0.263412798304024,2.11781169778922,356.015804123624,0.250331808242656,0,176,110,0.628008272441709
18,2,-124218.769249043,770700.165764312,-0.263412798304024,1.50080234286777,356.015804123624,0.250331808242656,0,54,23,0.476685012394819
18,3,-124218.769249043,770700.165764312,-0.263412798304024,0.381255777034645,356.015804123624,0.250331808242656,0,158,32,0.22919288987434
18,4,-124218.769249043,770700.165764312,-0.263412798304024,0.286346001734015,356.015804123624,0.250331808242656,0,118,22,0.21285790184365
18,5,-124218.769249043,770700.165764312,-0.263412798304024,0.167704016270681,356.015804123624,0.250331808242656,0,143,19,0.193656172160441
18,6,-124218.769249043,770700.165764312,-0.263412798304024,0.207195822810418,356.015804123624,0.250331808242656,0,89,19,0.199897653075054
19,1,825885.258119644,1264894.25976609,0.762291397547242,2.11781169778922,320.652072794142,0.428661611265334,0,103,88,0.85135223963038
19,2,825885.258119644,1264894.25976609,0.762291397547242,1.50080234286777,320.652072794142,0.428661611265334,0,153,116,0.755513418710115
19,3,825885.258119644,1264894.25976609,0.762291397547242,0.381255777034645,320.652072794142,0.428661611265334,0,161,90,0.502172624307574
19,4,825885.258119644,1264894.25976609,0.762291397547242,0.286346001734015,320.652072794142,0.428661611265334,0,52,17,0.478458536999032
19,5,825885.258119644,1264894.25976609,0.762291397547242,0.167704016270681,320.652072794142,0.428661611265334,0,159,70,0.448963066721173
19,6,825885.258119644,1264894.25976609,0.762291397547242,0.207195822810418,320.652072794142,0.428661611265334,0,161,69,0.458751608390863
20,1,768107.965211886,1247565.4600151,0.701180455541451,2.11781169778922,360.31698838129,0.452514276162602,1,116,105,0.897148759622761
20,2,768107.965211886,1247565.4600151,0.701180455541451,1.50080234286777,360.31698838129,0.452514276162602,1,121,93,0.824758942984672
20,3,768107.965211886,1247565.4600151,0.701180455541451,0.381255777034645,360.31698838129,0.452514276162602,1,163,102,0.605726108235187
20,4,768107.965211886,1247565.4600151,0.701180455541451,0.286346001734015,360.31698838129,0.452514276162602,1,124,69,0.5828471610024
20,5,768107.965211886,1247565.4600151,0.701180455541451,0.167704016270681,360.31698838129,0.452514276162602,1,194,115,0.55374909649099
20,6,768107.965211886,1247565.4600151,0.701180455541451,0.207195822810418,360.31698838129,0.452514276162602,1,116,70,0.563486024139933
21,1,148836.904807551,1378432.76256219,0.43709626949369,2.11781169778922,282.319058886589,0.545292231023728,0,198,168,0.826833805127422
21,2,148836.904807551,1378432.76256219,0.43709626949369,1.50080234286777,282.319058886589,0.545292231023728,0,115,90,0.720379043071762
21,3,148836.904807551,1378432.76256219,0.43709626949369,0.381255777034645,282.319058886589,0.545292231023728,0,72,31,0.456806926281572
21,4,148836.904807551,1378432.76256219,0.43709626949369,0.286346001734015,282.319058886589,0.545292231023728,0,121,56,0.433370217830874
21,5,148836.904807551,1378432.76256219,0.43709626949369,0.167704016270681,282.319058886589,0.545292231023728,0,59,22,0.404498527526059
21,6,148836.904807551,1378432.76256219,0.43709626949369,0.207195822810418,282.319058886589,0.545292231023728,0,198,85,0.414046060841531
22,1,467506.767822894,885662.784798814,0.620454464571222,2.11781169778922,265.722557076552,0.302433686677244,1,189,178,0.885414428532117
22,2,467506.767822894,885662.784798814,0.620454464571222,1.50080234286777,265.722557076552,0.302433686677244,1,72,55,0.806546529558394
22,3,467506.767822894,885662.784798814,0.620454464571222,0.381255777034645,265.722557076552,0.302433686677244,1,153,96,0.576440470033981
22,4,467506.767822894,885662.784798814,0.620454464571222,0.286346001734015,265.722557076552,0.302433686677244,1,154,94,0.553115885284475
22,5,467506.767822894,885662.784798814,0.620454464571222,0.167704016270681,265.722557076552,0.302433686677244,1,58,34,0.523638924250698
22,6,467506.767822894,885662.784798814,0.620454464571222,0.207195822810418,265.722557076552,0.302433686677244,1,124,65,0.533479342556773
23,1,234916.776357154,1476817.30737965,0.625505049192184,2.11781169778922,226.509026401226,0.581759367850676,0,146,131,0.862994961672398
23,2,234916.776357154,1476817.30737965,0.625505049192184,1.50080234286777,226.509026401226,0.581759367850676,0,189,140,0.772658135210224
23,3,234916.776357154,1476817.30737965,0.625505049192184,0.381255777034645,226.509026401226,0.581759367850676,0,156,80,0.525935509383056
23,4,234916.776357154,1476817.30737965,0.625505049192184,0.286346001734015,226.509026401226,0.581759367850676,0,195,102,0.502231349084527
23,5,234916.776357154,1476817.30737965,0.625505049192184,0.167704016270681,226.509026401226,0.581759367850676,0,196,107,0.472598349794267
23,6,234916.776357154,1476817.30737965,0.625505049192184,0.207195822810418,226.509026401226,0.581759367850676,0,60,21,0.482451030486526
24,1,915255.152034994,983157.649961042,0.618891843996421,2.11781169778922,230.331734062148,0.240315706845203,1,102,87,0.883155360234787
24,2,915255.152034994,983157.649961042,0.618891843996421,1.50080234286777,230.331734062148,0.240315706845203,1,114,91,0.80307838828043
24,3,915255.152034994,983157.649961042,0.618891843996421,0.381255777034645,230.331734062148,0.240315706845203,1,162,99,0.571041087071963
24,4,915255.152034994,983157.649961042,0.618891843996421,0.286346001734015,230.331734062148,0.240315706845203,1,69,35,0.547652494022989
24,5,915255.152034994,983157.649961042,0.618891843996421,0.167704016270681,230.331734062148,0.240315706845203,1,156,84,0.51812911478299
24,6,915255.152034994,983157.649961042,0.618891843996421,0.207195822810418,230.331734062148,0.240315706845203,1,151,89,0.527980753202262
25,1,382644.745984117,625646.379444858,0.0364550319610507,2.11781169778922,333.186703411072,0.124102784395695,1,139,109,0.774303463841555
25,2,382644.745984117,625646.379444858,0.0364550319610507,1.50080234286777,333.186703411072,0.124102784395695,1,171,112,0.649254337184856
25,3,382644.745984117,625646.379444858,0.0364550319610507,0.381255777034645,333.186703411072,0.124102784395695,1,200,90,0.376651971269128
25,4,382644.745984117,625646.379444858,0.0364550319610507,0.286346001734015,333.186703411072,0.124102784395695,1,68,23,0.354642734190269
25,5,382644.745984117,625646.379444858,0.0364550319610507,0.167704016270681,333.186703411072,0.124102784395695,1,176,60,0.327980070937912
25,6,382644.745984117,625646.379444858,0.0364550319610507,0.207195822810418,333.186703411072,0.124102784395695,1,186,65,0.336742816012871
26,1,731761.816582621,1385207.51617594,0.873489581961923,2.11781169778922,281.161842387012,0.590987210198682,1,170,156,0.927036114691028
26,2,731761.816582621,1385207.51617594,0.873489581961923,1.50080234286777,281.161842387012,0.590987210198682,1,80,73,0.872697025188994
26,3,731761.816582621,1385207.51617594,0.873489581961923,0.381255777034645,281.161842387012,0.590987210198682,1,89,53,0.691143777775144
26,4,731761.816582621,1385207.51617594,0.873489581961923,0.286346001734015,281.161842387012,0.590987210198682,1,146,109,0.670525380289994
26,5,731761.816582621,1385207.51617594,0.873489581961923,0.167704016270681,281.161842387012,0.590987210198682,1,57,38,0.643805617673965
26,6,731761.816582621,1385207.51617594,0.873489581961923,0.207195822810418,281.161842387012,0.590987210198682,1,102,81,0.652809571617708
27,1,1042303.38055318,1373841.22483996,0.0751389364808493,2.11781169778922,247.859951558579,0.616701378579495,1,115,107,0.858163776110504
27,2,1042303.38055318,1373841.22483996,0.0751389364808493,1.50080234286777,247.859951558579,0.616701378579495,1,86,72,0.765506990270787
27,3,1042303.38055318,1373841.22483996,0.0751389364808493,0.381255777034645,247.859951558579,0.616701378579495,1,182,93,0.515886151849138
27,4,1042303.38055318,1373841.22483996,0.0751389364808493,0.286346001734015,247.859951558579,0.616701378579495,1,178,98,0.492164698304934
27,5,1042303.38055318,1373841.22483996,0.0751389364808493,0.167704016270681,247.859951558579,0.616701378579495,1,61,33,0.462573695183935
27,6,1042303.38055318,1373841.22483996,0.0751389364808493,0.207195822810418,247.859951558579,0.616701378579495,1,180,86,0.472404582240934
28,1,254642.31542449,1116251.82633343,0.194498942366401,2.11781169778922,324.652684872532,0.314701584130952,0,151,119,0.744766014704485
28,2,254642.31542449,1116251.82633343,0.194498942366401,1.50080234286777,324.652684872532,0.314701584130952,0,185,109,0.611561347909521
28,3,254642.31542449,1116251.82633343,0.194498942366401,0.381255777034645,324.652684872532,0.314701584130952,0,122,40,0.339467853103557
28,4,254642.31542449,1116251.82633343,0.194498942366401,0.286346001734015,324.652684872532,0.314701584130952,0,146,51,0.31852115505479
28,5,254642.31542449,1116251.82633343,0.194498942366401,0.167704016270681,324.652684872532,0.314701584130952,0,56,20,0.293339792429588
28,6,254642.31542449,1116251.82633343,0.194498942366401,0.207195822810418,324.652684872532,0.314701584130952,0,117,42,0.30159239065353
29,1,78821.8347723097,1328953.87148868,-0.528984085995392,2.11781169778922,310.765899298176,0.572093147725129,0,137,84,0.644040704827307
29,2,78821.8347723097,1328953.87148868,-0.528984085995392,1.50080234286777,310.765899298176,0.572093147725129,0,188,93,0.493984337918148
29,3,78821.8347723097,1328953.87148868,-0.528984085995392,0.381255777034645,310.765899298176,0.572093147725129,0,119,23,0.241658108570628
29,4,78821.8347723097,1328953.87148868,-0.528984085995392,0.286346001734015,310.765899298176,0.572093147725129,0,151,31,0.224693679976131
29,5,78821.8347723097,1328953.87148868,-0.528984085995392,0.167704016270681,310.765899298176,0.572093147725129,0,51,11,0.204701916663181
29,6,78821.8347723097,1328953.87148868,-0.528984085995392,0.207195822810418,310.765899298176,0.572093147725129,0,160,41,0.211206151057569
30,1,609513.844017235,1178938.76428698,0.72115493097597,2.11781169778922,383.310016589464,0.538023159654485,0,101,82,0.850671499417926
30,2,609513.844017235,1178938.76428698,0.72115493097597,1.50080234286777,383.310016589464,0.538023159654485,0,157,116,0.75452033209607
30,3,609513.844017235,1178938.76428698,0.72115493097597,0.381255777034645,383.310016589464,0.538023159654485,0,178,97,0.500830383014107
30,4,609513.844017235,1178938.76428698,0.72115493097597,0.286346001734015,383.310016589464,0.538023159654485,0,131,59,0.477118932356609
30,5,609513.844017235,1178938.76428698,0.72115493097597,0.167704016270681,383.310016589464,0.538023159654485,0,163,62,0.447635164622436
30,6,609513.844017235,1178938.76428698,0.72115493097597,0.207195822810418,383.310016589464,0.538023159654485,0,198,84,0.45741878756464
31,1,634579.259879155,1170622.49196053,0.79529487611003,2.11781169778922,345.672880065404,0.516107560447013,1,86,83,0.911487209788421
31,2,634579.259879155,1170622.49196053,0.79529487611003,1.50080234286777,345.672880065404,0.516107560447013,1,186,161,0.84747349023146
31,3,634579.259879155,1170622.49196053,0.79529487611003,0.381255777034645,345.672880065404,0.516107560447013,1,89,55,0.644597370908103
31,4,634579.259879155,1170622.49196053,0.79529487611003,0.286346001734015,345.672880065404,0.516107560447013,1,148,95,0.62256855522089
31,5,634579.259879155,1170622.49196053,0.79529487611003,0.167704016270681,345.672880065404,0.516107560447013,1,142,86,0.594312668824624
31,6,634579.259879155,1170622.49196053,0.79529487611003,0.207195822810418,345.672880065404,0.516107560447013,1,120,74,0.603797784828769
32,1,449492.368072502,1066163.73580963,0.880082044710759,2.11781169778922,303.876832002831,0.416267943951012,0,129,115,0.866302927463009
32,2,449492.368072502,1066163.73580963,0.880082044710759,1.50080234286777,303.876832002831,0.416267943951012,0,161,121,0.77758512944012
32,3,449492.368072502,1066163.73580963,0.880082044710759,0.381255777034645,303.876832002831,0.416267943951012,0,85,37,0.532977591173444
32,4,449492.368072502,1066163.73580963,0.880082044710759,0.286346001734015,303.876832002831,0.416267943951012,0,66,31,0.509297019332006
32,5,449492.368072502,1066163.73580963,0.880082044710759,0.167704016270681,303.876832002831,0.416267943951012,0,56,28,0.479648844256371
32,6,449492.368072502,1066163.73580963,0.880082044710759,0.207195822810418,303.876832002831,0.416267943951012,0,183,88,0.489512084851469
33,1,891310.71772517,1144609.45380036,0.747642973523941,2.11781169778922,327.344512472535,0.335123588478357,1,182,163,0.894704365799686
33,2,891310.71772517,1144609.45380036,0.747642973523941,1.50080234286777,327.344512472535,0.335123588478357,1,197,167,0.820937494205132
33,3,891310.71772517,1144609.45380036,0.747642973523941,0.381255777034645,327.344512472535,0.335123588478357,1,128,79,0.599447959599859
33,4,891310.71772517,1144609.45380036,0.747642973523941,0.286346001734015,327.344512472535,0.335123588478357,1,111,59,0.576459438437349
33,5,891310.71772517,1144609.45380036,0.747642973523941,0.167704016270681,327.344512472535,0.335123588478357,1,120,64,0.547261909487958
33,6,891310.71772517,1144609.45380036,0.747642973523941,0.207195822810418,327.344512472535,0.335123588478357,1,165,95,0.557027153200514
34,1,58773.8772485206,1091770.0396062,-0.297647689706265,2.11781169778922,290.143607257129,0.410532513986351,1,160,125,0.768435764443735
34,2,58773.8772485206,1091770.0396062,-0.297647689706265,1.50080234286777,290.143607257129,0.410532513986351,1,81,50,0.641640224758224
34,3,58773.8772485206,1091770.0396062,-0.297647689706265,0.381255777034645,290.143607257129,0.410532513986351,1,55,22,0.368872637153716
34,4,58773.8772485206,1091770.0396062,-0.297647689706265,0.286346001734015,290.143607257129,0.410532513986351,1,174,63,0.347064879626333
34,5,58773.8772485206,1091770.0396062,-0.297647689706265,0.167704016270681,290.143607257129,0.410532513986351,1,153,44,0.320688831159254
34,6,58773.8772485206,1091770.0396062,-0.297647689706265,0.207195822810418,290.143607257129,0.410532513986351,1,158,47,0.329352245167518
35,1,-133937.9849799,727175.873169092,-1.06896399225607,2.11781169778922,354.319689779258,0.22247484174011,0,149,60,0.424275893904527
35,2,-133937.9849799,727175.873169092,-1.06896399225607,1.50080234286777,354.319689779258,0.22247484174011,0,133,38,0.284498852703765
35,3,-133937.9849799,727175.873169092,-1.06896399225607,0.381255777034645,354.319689779258,0.22247484174011,0,96,9,0.114883515854589
35,4,-133937.9849799,727175.873169092,-1.06896399225607,0.286346001734015,354.319689779258,0.22247484174011,0,80,11,0.105579639397294
35,5,-133937.9849799,727175.873169092,-1.06896399225607,0.167704016270681,354.319689779258,0.22247484174011,0,52,3,0.0948887846435664
35,6,-133937.9849799,727175.873169092,-1.06896399225607,0.207195822810418,354.319689779258,0.22247484174011,0,164,14,0.098335224841282
36,1,203039.598575653,667777.579199501,-0.0813093096310923,2.11781169778922,356.344987737923,0.105471708142322,0,124,81,0.639934976902861
36,2,203039.598575653,667777.579199501,-0.0813093096310923,1.50080234286777,356.344987737923,0.105471708142322,0,75,42,0.489519680948394
36,3,203039.598575653,667777.579199501,-0.0813093096310923,0.381255777034645,356.344987737923,0.105471708142322,0,139,37,0.238399557939215
36,4,203039.598575653,667777.579199501,-0.0813093096310923,0.286346001734015,356.344987737923,0.105471708142322,0,68,16,0.221597036178721
36,5,203039.598575653,667777.579199501,-0.0813093096310923,0.167704016270681,356.344987737923,0.105471708142322,0,143,27,0.201809075366107
36,6,203039.598575653,667777.579199501,-0.0813093096310923,0.207195822810418,356.344987737923,0.105471708142322,0,78,23,0.208245460365377
