"site","time","utm_x","utm_y","S","gamma_t","elevation","ndvi","urban","rainfall","temperature","pop_density","river_index","north_index","n_examined","n_pos","prevalence_true"
5,2,549591.622331284,845758.749076441,0.0403899590506279,0.0258596631665218,250.678173240151,0.807190297369576,1,1795.88729554493,21.5251055640317,87.4137170539957,0.94278361144964,-0.813060487074936,50,48,0.942496872540499
5,3,549591.622331284,845758.749076441,0.0403899590506279,0.032948432077298,250.678173240151,0.807190297369576,1,1795.88729554493,21.5251055640317,87.4137170539957,0.94278361144964,-0.813060487074936,88,81,0.942879856200045
5,4,549591.622331284,845758.749076441,0.0403899590506279,-0.464993083816381,250.678173240151,0.807190297369576,1,1795.88729554493,21.5251055640317,87.4137170539957,0.94278361144964,-0.813060487074936,107,100,0.909359594346839
5,5,549591.622331284,845758.749076441,0.0403899590506279,-0.588357603050111,250.678173240151,0.807190297369576,1,1795.88729554493,21.5251055640317,87.4137170539957,0.94278361144964,-0.813060487074936,70,65,0.898664774986512
5,6,549591.622331284,845758.749076441,0.0403899590506279,0.0808382362852184,250.678173240151,0.807190297369576,1,1795.88729554493,21.5251055640317,87.4137170539957,0.94278361144964,-0.813060487074936,72,70,0.945405037864608
6,1,-85169.3284357696,948370.402539293,-1.03102943145463,0.398199853551786,258.551707725709,0.753280789564873,0,1611.41505627593,21.1772390317711,30.259962352339,0.0392318862801669,-0.408347573846902,87,68,0.774998516709768
6,2,-85169.3284357696,948370.402539293,-1.03102943145463,0.0258596631665218,258.551707725709,0.753280789564873,0,1611.41505627593,21.1772390317711,30.259962352339,0.0392318862801669,-0.408347573846902,109,77,0.703582025227549
6,3,-85169.3284357696,948370.402539293,-1.03102943145463,0.032948432077298,258.551707725709,0.753280789564873,0,1611.41505627593,21.1772390317711,30.259962352339,0.0392318862801669,-0.408347573846902,167,109,0.705058282247653
6,4,-85169.3284357696,948370.402539293,-1.03102943145463,-0.464993083816381,258.551707725709,0.753280789564873,0,1611.41505627593,21.1772390317711,30.259962352339,0.0392318862801669,-0.408347573846902,147,86,0.592319204824478
6,5,-85169.3284357696,948370.402539293,-1.03102943145463,-0.588357603050111,258.551707725709,0.753280789564873,0,1611.41505627593,21.1772390317711,30.259962352339,0.0392318862801669,-0.408347573846902,120,60,0.562224906066811
6,6,-85169.3284357696,948370.402539293,-1.03102943145463,0.0808382362852184,258.551707725709,0.753280789564873,0,1611.41505627593,21.1772390317711,30.259962352339,0.0392318862801669,-0.408347573846902,103,71,0.714918307948943
7,1,438117.932602206,697940.754491887,0.00763183569201894,0.398199853551786,353.27679993364,0.839627799019545,1,1983.66879514919,21.1411343180849,226.789913095907,0.935983041052655,-1.39607273955266,108,100,0.94135723070488
7,2,438117.932602206,697940.754491887,0.00763183569201894,0.0258596631665218,353.27679993364,0.839627799019545,1,1983.66879514919,21.1411343180849,226.789913095907,0.935983041052655,-1.39607273955266,130,117,0.917095192551117
7,3,438117.932602206,697940.754491887,0.00763183569201894,0.032948432077298,353.27679993364,0.839627799019545,1,1983.66879514919,21.1411343180849,226.789913095907,0.935983041052655,-1.39607273955266,100,90,0.917632571880757
7,4,438117.932602206,697940.754491887,0.00763183569201894,-0.464993083816381,353.27679993364,0.839627799019545,1,1983.66879514919,21.1411343180849,226.789913095907,0.935983041052655,-1.39607273955266,62,50,0.871318304304566
7,5,438117.932602206,697940.754491887,0.00763183569201894,-0.588357603050111,353.27679993364,0.839627799019545,1,1983.66879514919,21.1411343180849,226.789913095907,0.935983041052655,-1.39607273955266,140,120,0.856841550534892
7,6,438117.932602206,697940.754491887,0.00763183569201894,0.0808382362852184,353.27679993364,0.839627799019545,1,1983.66879514919,21.1411343180849,226.789913095907,0.935983041052655,-1.39607273955266,177,166,0.921180588998491
8,1,58031.3934594353,1243707.79500491,0.00508204537062435,0.398199853551786,331.668228927198,0.505547970585488,0,1212.20120064419,26.395891067464,32.8379241769969,0.320000134946537,0.756499229184139,117,117,0.972033088980431
8,2,58031.3934594353,1243707.79500491,0.00508204537062435,0.0258596631665218,331.668228927198,0.505547970585488,0,1212.20120064419,26.395891067464,32.8379241769969,0.320000134946537,0.756499229184139,178,172,0.959922119945906
8,3,58031.3934594353,1243707.79500491,0.00508204537062435,0.032948432077298,331.668228927198,0.505547970585488,0,1212.20120064419,26.395891067464,32.8379241769969,0.320000134946537,0.756499229184139,113,106,0.960193949158807
8,4,58031.3934594353,1243707.79500491,0.00508204537062435,-0.464993083816381,331.668228927198,0.505547970585488,0,1212.20120064419,26.395891067464,32.8379241769969,0.320000134946537,0.756499229184139,85,81,0.936146157017661
8,5,58031.3934594353,1243707.79500491,0.00508204537062435,-0.588357603050111,331.668228927198,0.505547970585488,0,1212.20120064419,26.395891067464,32.8379241769969,0.320000134946537,0.756499229184139,173,163,0.928362947298408
8,6,58031.3934594353,1243707.79500491,0.00508204537062435,0.0808382362852184,331.668228927198,0.505547970585488,0,1212.20120064419,26.395891067464,32.8379241769969,0.320000134946537,0.756499229184139,129,124,0.961984565817184
9,1,695919.672895547,889213.892116155,-0.711769314546366,0.398199853551786,265.447429071662,0.760659334112156,0,1658.57229404485,23.1281989043265,98.811879549407,0.552128700965851,-0.641668087275918,99,89,0.904361911150921
9,2,695919.672895547,889213.892116155,-0.711769314546366,0.0258596631665218,265.447429071662,0.760659334112156,0,1658.57229404485,23.1281989043265,98.811879549407,0.552128700965851,-0.641668087275918,109,103,0.866957147574865
9,3,695919.672895547,889213.892116155,-0.711769314546366,0.032948432077298,265.447429071662,0.760659334112156,0,1658.57229404485,23.1281989043265,98.811879549407,0.552128700965851,-0.641668087275918,104,91,0.867772658778162
9,4,695919.672895547,889213.892116155,-0.711769314546366,-0.464993083816381,265.447429071662,0.760659334112156,0,1658.57229404485,23.1281989043265,98.811879549407,0.552128700965851,-0.641668087275918,134,101,0.799547002481413
9,5,695919.672895547,889213.892116155,-0.711769314546366,-0.588357603050111,265.447429071662,0.760659334112156,0,1658.57229404485,23.1281989043265,98.811879549407,0.552128700965851,-0.641668087275918,63,47,0.779043495294801
9,6,695919.672895547,889213.892116155,-0.711769314546366,0.0808382362852184,265.447429071662,0.760659334112156,0,1658.57229404485,23.1281989043265,98.811879549407,0.552128700965851,-0.641668087275918,137,116,0.873171571113832
10,1,232465.408159332,1000699.61106932,0.00357698698994691,0.398199853551786,262.424093562622,0.592811171960123,0,1598.45762834553,23.5125351437729,53.3815594102018,0.621849465254463,-0.201954774234013,137,129,0.96136413814965
10,2,232465.408159332,1000699.61106932,0.00357698698994691,0.0258596631665218,262.424093562622,0.592811171960123,0,1598.45762834553,23.5125351437729,53.3815594102018,0.621849465254463,-0.201954774234013,77,73,0.944894937516707
10,3,232465.408159332,1000699.61106932,0.00357698698994691,0.032948432077298,262.424093562622,0.592811171960123,0,1598.45762834553,23.5125351437729,53.3815594102018,0.621849465254463,-0.201954774234013,137,126,0.945262877109281
10,4,232465.408159332,1000699.61106932,0.00357698698994691,-0.464993083816381,262.424093562622,0.592811171960123,0,1598.45762834553,23.5125351437729,53.3815594102018,0.621849465254463,-0.201954774234013,66,64,0.913012044569221
10,5,232465.408159332,1000699.61106932,0.00357698698994691,-0.588357603050111,262.424093562622,0.592811171960123,0,1598.45762834553,23.5125351437729,53.3815594102018,0.621849465254463,-0.201954774234013,119,105,0.902702073246405
10,6,232465.408159332,1000699.61106932,0.00357698698994691,0.0808382362852184,262.424093562622,0.592811171960123,0,1598.45762834553,23.5125351437729,53.3815594102018,0.621849465254463,-0.201954774234013,165,157,0.947688554412455
11,1,-152211.322692006,959613.698163466,-0.950148440104548,0.398199853551786,264.810405233359,0.725731091066428,1,1553.79348858013,22.6590394964714,16.8272404598718,0.0172541639036421,-0.364002640569022,67,57,0.791026553595755
11,2,-152211.322692006,959613.698163466,-0.950148440104548,0.0258596631665218,264.810405233359,0.725731091066428,1,1553.79348858013,22.6590394964714,16.8272404598718,0.0172541639036421,-0.364002640569022,132,90,0.722878306327409
11,3,-152211.322692006,959613.698163466,-0.950148440104548,0.032948432077298,264.810405233359,0.725731091066428,1,1553.79348858013,22.6590394964714,16.8272404598718,0.0172541639036421,-0.364002640569022,174,133,0.724296119819353
11,4,-152211.322692006,959613.698163466,-0.950148440104548,-0.464993083816381,264.810405233359,0.725731091066428,1,1553.79348858013,22.6590394964714,16.8272404598718,0.0172541639036421,-0.364002640569022,129,78,0.614894031289277
11,5,-152211.322692006,959613.698163466,-0.950148440104548,-0.588357603050111,264.810405233359,0.725731091066428,1,1553.79348858013,22.6590394964714,16.8272404598718,0.0172541639036421,-0.364002640569022,64,32,0.585299446107563
11,6,-152211.322692006,959613.698163466,-0.950148440104548,0.0808382362852184,264.810405233359,0.725731091066428,1,1553.79348858013,22.6590394964714,16.8272404598718,0.0172541639036421,-0.364002640569022,173,128,0.733755874906826
12,1,277221.03047046,1096276.65102161,0.814227530134011,0.398199853551786,325.144627483334,0.515622003858111,0,1415.75861577689,22.8112266226677,31.3036332858662,0.811032295554085,0.175012762799258,86,83,0.986474786670094
12,2,277221.03047046,1096276.65102161,0.814227530134011,0.0258596631665218,325.144627483334,0.515622003858111,0,1415.75861577689,22.8112266226677,31.3036332858662,0.811032295554085,0.175012762799258,183,179,0.980492232016688
12,3,277221.03047046,1096276.65102161,0.814227530134011,0.032948432077298,325.144627483334,0.515622003858111,0,1415.75861577689,22.8112266226677,31.3036332858662,0.811032295554085,0.175012762799258,148,144,0.980627359599831
12,4,277221.03047046,1096276.65102161,0.814227530134011,-0.464993083816381,325.144627483334,0.515622003858111,0,1415.75861577689,22.8112266226677,31.3036332858662,0.811032295554085,0.175012762799258,108,106,0.968519162218636
12,5,277221.03047046,1096276.65102161,0.814227530134011,-0.588357603050111,325.144627483334,0.515622003858111,0,1415.75861577689,22.8112266226677,31.3036332858662,0.811032295554085,0.175012762799258,61,59,0.964532430512198
12,6,277221.03047046,1096276.65102161,0.814227530134011,0.0808382362852184,325.144627483334,0.515622003858111,0,1415.75861577689,22.8112266226677,31.3036332858662,0.811032295554085,0.175012762799258,186,182,0.981516503075569
13,1,397260.699840174,794297.134484609,-0.0700443163013079,0.398199853551786,316.120494675462,0.774325269652848,1,1811.52056319917,21.9682492705066,145.168242174206,0.907132813162895,-1.01603139006714,111,102,0.947808102645269
13,2,397260.699840174,794297.134484609,-0.0700443163013079,0.0258596631665218,316.120494675462,0.774325269652848,1,1811.52056319917,21.9682492705066,145.168242174206,0.907132813162895,-1.01603139006714,115,105,0.926005171121893
13,3,397260.699840174,794297.134484609,-0.0700443163013079,0.032948432077298,316.120494675462,0.774325269652848,1,1811.52056319917,21.9682492705066,145.168242174206,0.907132813162895,-1.01603139006714,69,66,0.926489426284011
13,4,397260.699840174,794297.134484609,-0.0700443163013079,-0.464993083816381,316.120494675462,0.774325269652848,1,1811.52056319917,21.9682492705066,145.168242174206,0.907132813162895,-1.01603139006714,85,74,0.88452858915275
13,5,397260.699840174,794297.134484609,-0.0700443163013079,-0.588357603050111,316.120494675462,0.774325269652848,1,1811.52056319917,21.9682492705066,145.168242174206,0.907132813162895,-1.01603139006714,193,172,0.87131851340036
13,6,397260.699840174,794297.134484609,-0.0700443163013079,0.0808382362852184,316.120494675462,0.774325269652848,1,1811.52056319917,21.9682492705066,145.168242174206,0.907132813162895,-1.01603139006714,135,127,0.929685164054693
14,1,844161.935732501,1245014.11496981,1.52595954917283,0.398199853551786,333.307081143069,0.412573466841558,0,1301.3136209772,26.8784857964286,36.9445153403831,0.0846971314211429,0.761651514921279,113,113,0.991762690725693
14,2,844161.935732501,1245014.11496981,1.52595954917283,0.0258596631665218,333.307081143069,0.412573466841558,0,1301.3136209772,26.8784857964286,36.9445153403831,0.0846971314211429,0.761651514921279,145,144,0.988090876879703
14,3,844161.935732501,1245014.11496981,1.52595954917283,0.032948432077298,333.307081143069,0.412573466841558,0,1301.3136209772,26.8784857964286,36.9445153403831,0.0846971314211429,0.761651514921279,58,57,0.988174004554276
14,4,844161.935732501,1245014.11496981,1.52595954917283,-0.464993083816381,333.307081143069,0.412573466841558,0,1301.3136209772,26.8784857964286,36.9445153403831,0.0846971314211429,0.761651514921279,173,170,0.980689694407707
14,5,844161.935732501,1245014.11496981,1.52595954917283,-0.588357603050111,333.307081143069,0.412573466841558,0,1301.3136209772,26.8784857964286,36.9445153403831,0.0846971314211429,0.761651514921279,154,152,0.97820956155995
14,6,844161.935732501,1245014.11496981,1.52595954917283,0.0808382362852184,333.307081143069,0.412573466841558,0,1301.3136209772,26.8784857964286,36.9445153403831,0.0846971314211429,0.761651514921279,164,163,0.988720764617927
15,1,262467.72189303,1205280.56754073,0.78842665088398,0.398199853551786,366.979164450864,0.429493161532379,1,1392.55289999416,26.0227168068497,28.4871714385297,0.842291018174179,0.60493754345477,54,53,0.990972331910532
15,2,262467.72189303,1205280.56754073,0.78842665088398,0.0258596631665218,366.979164450864,0.429493161532379,1,1392.55289999416,26.0227168068497,28.4871714385297,0.842291018174179,0.60493754345477,165,162,0.986952847197021
15,3,262467.72189303,1205280.56754073,0.78842665088398,0.032948432077298,366.979164450864,0.429493161532379,1,1392.55289999416,26.0227168068497,28.4871714385297,0.842291018174179,0.60493754345477,147,144,0.98704381434974
15,4,262467.72189303,1205280.56754073,0.78842665088398,-0.464993083816381,366.979164450864,0.429493161532379,1,1392.55289999416,26.0227168068497,28.4871714385297,0.842291018174179,0.60493754345477,141,139,0.978859543395708
15,5,262467.72189303,1205280.56754073,0.78842665088398,-0.588357603050111,366.979164450864,0.429493161532379,1,1392.55289999416,26.0227168068497,28.4871714385297,0.842291018174179,0.60493754345477,72,71,0.976150070273435
15,6,262467.72189303,1205280.56754073,0.78842665088398,0.0808382362852184,366.979164450864,0.429493161532379,1,1392.55289999416,26.0227168068497,28.4871714385297,0.842291018174179,0.60493754345477,99,99,0.987642173879271
16,1,376944.545281549,1233159.82190083,0.882493458907014,0.398199853551786,355.562560703631,0.448376313080466,0,1207.49547815129,25.2793234214314,32.2648279044574,0.999958394726548,0.71489673298084,189,188,0.993660042274922
16,2,376944.545281549,1233159.82190083,0.882493458907014,0.0258596631665218,355.562560703631,0.448376313080466,0,1207.49547815129,25.2793234214314,32.2648279044574,0.999958394726548,0.71489673298084,89,89,0.99082615729843
16,3,376944.545281549,1233159.82190083,0.882493458907014,0.032948432077298,355.562560703631,0.448376313080466,0,1207.49547815129,25.2793234214314,32.2648279044574,0.999958394726548,0.71489673298084,132,132,0.990890368281323
16,4,376944.545281549,1233159.82190083,0.882493458907014,-0.464993083816381,355.562560703631,0.448376313080466,0,1207.49547815129,25.2793234214314,32.2648279044574,0.999958394726548,0.71489673298084,164,163,0.98509923899515
16,5,376944.545281549,1233159.82190083,0.882493458907014,-0.588357603050111,355.562560703631,0.448376313080466,0,1207.49547815129,25.2793234214314,32.2648279044574,0.999958394726548,0.71489673298084,149,146,0.983175733222951
16,6,376944.545281549,1233159.82190083,0.882493458907014,0.0808382362852184,355.562560703631,0.448376313080466,0,1207.49547815129,25.2793234214314,32.2648279044574,0.999958394726548,0.71489673298084,131,129,0.991312644757309
17,1,270229.987252744,1167857.04678425,0.304471231942776,0.398199853551786,357.189070137197,0.458768458103116,0,1400.96894281654,24.5325186121595,40.036761411842,0.838195476538132,0.45733459975903,165,162,0.983688176995658
17,2,270229.987252744,1167857.04678425,0.304471231942776,0.0258596631665218,357.189070137197,0.458768458103116,0,1400.96894281654,24.5325186121595,40.036761411842,0.838195476538132,0.45733459975903,153,151,0.976502392216453
17,3,270229.987252744,1167857.04678425,0.304471231942776,0.032948432077298,357.189070137197,0.458768458103116,0,1400.96894281654,24.5325186121595,40.036761411842,0.838195476538132,0.45733459975903,68,67,0.976664499106364
17,4,270229.987252744,1167857.04678425,0.304471231942776,-0.464993083816381,357.189070137197,0.458768458103116,0,1400.96894281654,24.5325186121595,40.036761411842,0.838195476538132,0.45733459975903,66,62,0.962174990772758
17,5,270229.987252744,1167857.04678425,0.304471231942776,-0.588357603050111,357.189070137197,0.458768458103116,0,1400.96894281654,24.5325186121595,40.036761411842,0.838195476538132,0.45733459975903,56,54,0.957420155206609
17,6,270229.987252744,1167857.04678425,0.304471231942776,0.0808382362852184,357.189070137197,0.458768458103116,0,1400.96894281654,24.5325186121595,40.036761411842,0.838195476538132,0.45733459975903,109,108,0.977731395165604
18,1,634173.799790866,887227.595409011,-0.182068505313983,0.398199853551786,273.285258941519,0.78361638596988,0,1870.55063411961,22.2946517128877,85.0627136811942,0.729302280455891,-0.649502284462638,65,63,0.95048011355983
18,2,634173.799790866,887227.595409011,-0.182068505313983,0.0258596631665218,273.285258941519,0.78361638596988,0,1870.55063411961,22.2946517128877,85.0627136811942,0.729302280455891,-0.649502284462638,185,172,0.929710623802715
18,3,634173.799790866,887227.595409011,-0.182068505313983,0.032948432077298,273.285258941519,0.78361638596988,0,1870.55063411961,22.2946517128877,85.0627136811942,0.729302280455891,-0.649502284462638,108,99,0.93017245746686
18,4,634173.799790866,887227.595409011,-0.182068505313983,-0.464993083816381,273.285258941519,0.78361638596988,0,1870.55063411961,22.2946517128877,85.0627136811942,0.729302280455891,-0.649502284462638,149,135,0.890064486816045
18,5,634173.799790866,887227.595409011,-0.182068505313983,-0.588357603050111,273.285258941519,0.78361638596988,0,1870.55063411961,22.2946517128877,85.0627136811942,0.729302280455891,-0.649502284462638,189,168,0.877399944347121
18,6,634173.799790866,887227.595409011,-0.182068505313983,0.0808382362852184,273.285258941519,0.78361638596988,0,1870.55063411961,22.2946517128877,85.0627136811942,0.729302280455891,-0.649502284462638,72,70,0.933219622970513
19,1,195285.704121953,595385.035138994,0.266481405657406,0.398199853551786,334.743865766462,0.84622451788114,0,2171.4500392385,19.4462709894509,107.563342546555,0.260800326780913,-1.80056504180887,117,98,0.875183284851196
19,2,195285.704121953,595385.035138994,0.266481405657406,0.0258596631665218,334.743865766462,0.84622451788114,0,2171.4500392385,19.4462709894509,107.563342546555,0.260800326780913,-1.80056504180887,171,141,0.828530289526784
19,3,195285.704121953,595385.035138994,0.266481405657406,0.032948432077298,334.743865766462,0.84622451788114,0,2171.4500392385,19.4462709894509,107.563342546555,0.260800326780913,-1.80056504180887,71,62,0.829535031550735
19,4,195285.704121953,595385.035138994,0.266481405657406,-0.464993083816381,334.743865766462,0.84622451788114,0,2171.4500392385,19.4462709894509,107.563342546555,0.260800326780913,-1.80056504180887,123,83,0.747324608520231
19,5,195285.704121953,595385.035138994,0.266481405657406,-0.588357603050111,334.743865766462,0.84622451788114,0,2171.4500392385,19.4462709894509,107.563342546555,0.260800326780913,-1.80056504180887,160,128,0.723327879574103
19,6,195285.704121953,595385.035138994,0.266481405657406,0.0808382362852184,334.743865766462,0.84622451788114,0,2171.4500392385,19.4462709894509,107.563342546555,0.260800326780913,-1.80056504180887,122,99,0.836200504814316
20,1,217503.343215093,677169.230185881,1.22385428480133,0.398199853551786,367.320017153509,0.80418686333958,0,2058.09586643025,20.6422007399195,169.786854788382,0.356862404906511,-1.47799817229226,192,176,0.9635859355254
20,2,217503.343215093,677169.230185881,1.22385428480133,0.0258596631665218,367.320017153509,0.80418686333958,0,2058.09586643025,20.6422007399195,169.786854788382,0.356862404906511,-1.47799817229226,70,67,0.948012599311549
20,3,217503.343215093,677169.230185881,1.22385428480133,0.032948432077298,367.320017153509,0.80418686333958,0,2058.09586643025,20.6422007399195,169.786854788382,0.356862404906511,-1.47799817229226,93,91,0.948360859753662
20,4,217503.343215093,677169.230185881,1.22385428480133,-0.464993083816381,367.320017153509,0.80418686333958,0,2058.09586643025,20.6422007399195,169.786854788382,0.356862404906511,-1.47799817229226,174,165,0.917776568156619
20,5,217503.343215093,677169.230185881,1.22385428480133,-0.588357603050111,367.320017153509,0.80418686333958,0,2058.09586643025,20.6422007399195,169.786854788382,0.356862404906511,-1.47799817229226,191,174,0.907974378812692
20,6,217503.343215093,677169.230185881,1.22385428480133,0.0808382362852184,367.320017153509,0.80418686333958,0,2058.09586643025,20.6422007399195,169.786854788382,0.356862404906511,-1.47799817229226,164,157,0.950656416376415
21,1,165574.826927108,1140874.88982903,-0.0231327118423275,0.398199853551786,373.039530098212,0.511792799601786,0,1447.38299516708,25.8722368479404,23.8373730611021,0.532157774023567,0.350913672135295,67,63,0.971049910993192
21,2,165574.826927108,1140874.88982903,-0.0231327118423275,0.0258596631665218,373.039530098212,0.511792799601786,0,1447.38299516708,25.8722368479404,23.8373730611021,0.532157774023567,0.350913672135295,141,137,0.958531344056709
21,3,165574.826927108,1140874.88982903,-0.0231327118423275,0.032948432077298,373.039530098212,0.511792799601786,0,1447.38299516708,25.8722368479404,23.8373730611021,0.532157774023567,0.350913672135295,154,144,0.958812201496831
21,4,165574.826927108,1140874.88982903,-0.0231327118423275,-0.464993083816381,373.039530098212,0.511792799601786,0,1447.38299516708,25.8722368479404,23.8373730611021,0.532157774023567,0.350913672135295,124,115,0.933987050899655
21,5,165574.826927108,1140874.88982903,-0.0231327118423275,-0.588357603050111,373.039530098212,0.511792799601786,0,1447.38299516708,25.8722368479404,23.8373730611021,0.532157774023567,0.350913672135295,129,119,0.925961479746027
21,6,165574.826927108,1140874.88982903,-0.0231327118423275,0.0808382362852184,373.039530098212,0.511792799601786,0,1447.38299516708,25.8722368479404,23.8373730611021,0.532157774023567,0.350913672135295,102,99,0.960662427616984
22,1,870732.990441929,1436123.63732379,1.79582611101309,0.398199853551786,248.64412452172,0.270332942629139,1,945.193452568768,28.6798275731775,40.7293128551784,0.0360099055669037,1.51541084855775,149,148,0.995495522554363
22,2,870732.990441929,1436123.63732379,1.79582611101309,0.0258596631665218,248.64412452172,0.270332942629139,1,945.193452568768,28.6798275731775,40.7293128551784,0.0360099055669037,1.51541084855775,169,165,0.993476689105786
22,3,870732.990441929,1436123.63732379,1.79582611101309,0.032948432077298,248.64412452172,0.270332942629139,1,945.193452568768,28.6798275731775,40.7293128551784,0.0360099055669037,1.51541084855775,120,117,0.993522469359173
22,4,870732.990441929,1436123.63732379,1.79582611101309,-0.464993083816381,248.64412452172,0.270332942629139,1,945.193452568768,28.6798275731775,40.7293128551784,0.0360099055669037,1.51541084855775,66,66,0.989386683973928
22,5,870732.990441929,1436123.63732379,1.79582611101309,-0.588357603050111,248.64412452172,0.270332942629139,1,945.193452568768,28.6798275731775,40.7293128551784,0.0360099055669037,1.51541084855775,172,169,0.988009898466271
