"id","group","utm_x","utm_y","n_examined","n_pos","prevalence_true","S_shared","S_specific","elevation","ndvi","urban","rainfall","temperature","pop_density","river_index","north_index"
32,"adults",396331.418596645,1367029.63947587,179,167,0.938052815471513,1.02836766296001,0.815166906284991,259.057494496773,0.384919116083412,0,1065.9217166877,26.4239568520493,24.891256210245,0.912302049411884,1.24145282853053
33,"adults",191552.991922393,1222226.80585532,84,71,0.828223393700401,0.638950027577512,0.567756552770759,326.826618725871,0.426722136950291,0,1172.03448101542,26.4554888975132,20.307568511774,0.735985936156476,0.650501608096854
34,"adults",796049.900794224,1228013.78762715,215,179,0.815386247494843,1.66018948127135,0.0529375308210881,389.683519665778,0.42877680737606,0,1257.95702150604,25.7938126548683,66.1526346336418,0.0785854799698023,0.674118714580073
35,"adults",925297.821242034,1388693.58987063,152,118,0.768715155650496,1.99252926385925,-0.845022460329824,264.650847501267,0.311573428953104,1,1004.17770475883,26.371836617394,33.7789114864643,0.0079770931035497,1.32986503432165
36,"adults",-69406.3869305786,899024.997007198,113,45,0.372143853009625,0.242407833189162,-0.0393749815700953,261.739981535763,0.791398466117161,1,1716.47986509885,22.9976747521757,49.5591491699854,0.0435393614023935,-0.66850920550135
37,"adults",913047.402525824,1352373.29896932,123,109,0.88235933969638,1.95011819595799,0.0943561661333993,304.923464637194,0.332623121641568,0,1061.56591599898,26.2688109460405,49.3359160546287,0.011085864070799,1.18163920408078
38,"adults",-20440.2372171605,1083161.9459549,195,57,0.306174977960179,0.0718266233860219,-0.569405008828538,308.828463244184,0.664332343400103,0,1307.5046616069,25.4749116366645,37.1855623050014,0.129136145931437,0.082967488613085
39,"adults",618629.405031647,1122246.45156484,174,148,0.82718056366728,1.31081209219822,0.209011016465992,333.9783206293,0.628330093370328,0,1348.01415786023,24.3883998766666,63.3633513546693,0.468767498351277,0.242474286323758
40,"adults",306969.081612965,1221046.53137763,99,80,0.840198902460574,0.858790549438898,0.21577845180979,365.971333321257,0.441323641076209,0,1246.32571004707,26.019449059539,66.0924348252904,0.97904957028055,0.645684819463651
41,"adults",-155726.678602233,809947.082198882,220,100,0.405549497605553,0.651961443029044,-0.0581052586540452,329.255713038096,0.823530103374566,0,1978.6502291672,21.8230950216199,48.3986425395703,0.00954823626825426,-1.03204285434971
42,"adults",48203.8467876563,1092767.19968082,188,52,0.328055079534636,-0.354307285473938,-0.133289098217054,317.996053415051,0.619454301366341,0,1480.43169758246,25.5721086160655,30.6169176645873,0.249270692125882,0.122167249211569
43,"adults",294703.810547582,667030.681621894,83,10,0.141159639960935,-1.21659758495692,0.193131805593951,367.673814916608,0.824827922826471,0,2086.24737537943,20.8661913381182,92.9286556727125,0.622465884725303,-1.61529540009942
44,"adults",319011.878621139,555433.954165273,153,13,0.0912018719694469,-1.48005811928008,0.146170492123836,263.520382331278,0.876939240191127,1,2227.59983276271,17.5426590317538,213.702751933746,0.61008824096638,-2.07073001168795
45,"adults",405604.908108796,612574.322163654,196,54,0.285749872796436,-1.25163979415802,0.912818738718286,310.872281718119,0.883116779579756,0,2065.50551334765,19.9327581469299,291.68078809757,0.88814399563682,-1.83753588585228
46,"adults",79576.7280677942,927815.024682778,92,16,0.211305957013442,-0.944444665817534,0.151725491367712,204.392027352086,0.717492041299529,1,1730.94230853786,21.9481061234135,59.6132560859544,0.227864421535182,-0.55101494405764
47,"adults",975039.603274824,1371721.62623219,136,123,0.888578740369108,2.23006378767151,-0.196949779976916,259.031245719428,0.350708911844602,0,1130.94109931457,27.3021130525617,42.864367975582,0.00382901615840166,1.26060117825944
48,"adults",404205.231858781,1395638.03872703,184,171,0.928664080236819,0.96372221063868,0.708631534136231,279.22351059325,0.368539927814927,1,949.043613447942,27.2565789403519,22.912156287642,0.880544977579876,1.35820585075678
49,"adults",289176.759816261,494682.93759829,145,14,0.0863821721213523,-1.12323361821833,-0.00517813312733342,246.483602550855,0.891161596234356,1,2394.6334393636,18.9314709874462,131.089951412073,0.474418958255754,-2.31865946503636
50,"adults",353767.122214437,1024642.91715074,171,115,0.711528288663014,0.424643507115383,0.202837250862773,294.038577052433,0.627727807444728,1,1543.99170014358,24.133794272333,40.6952417108759,0.975753469900404,-0.155853055334468
51,"adults",181443.047046079,965589.754361807,66,40,0.566868359225346,0.0523081677164435,0.468784420290559,223.548521164501,0.635598993536614,0,1598.94714355822,22.4090645203897,55.2956769189627,0.509723046883057,-0.396853440120011
52,"adults",410521.469191842,603544.191245205,166,37,0.222968407285993,-1.34909539082537,0.7106282977709,308.589539002004,0.887588239975748,1,2139.43521334735,19.1721523206183,157.485162746627,0.893768599123484,-1.87438852715429
53,"adults",423443.66813817,756712.93621483,196,83,0.394427386004387,-0.526477729640854,0.321508133448906,333.349023872416,0.832534638728986,0,1981.78859077979,22.2485126246916,89.7467992063529,0.977396988520321,-1.24929539528034
54,"adults",-165998.723019953,995426.386837218,126,42,0.327228265030851,1.00786734390504,-1.14061214924003,282.237506072979,0.71342618668622,0,1638.53569014033,23.6350546065114,29.0084057847921,0.0165024777714244,-0.275087906020184
55,"adults",22710.2773553927,1202252.19187466,79,53,0.63282934034981,0.719217263616552,-0.136061240375557,380.745453375971,0.549867798602374,0,1254.487615355,24.5352514918355,23.0449744614733,0.254194416876444,0.568983710867755
56,"adults",58355.0563309003,870370.196858344,163,70,0.471874127025252,0.074280041154596,0.533434770846407,304.735280426576,0.765573686747182,0,1879.20580393289,21.7457849209311,81.4279149701087,0.164616375996886,-0.785451593269961
57,"adults",342692.247084178,1380060.90247963,198,195,0.957827156462585,1.01633943071574,1.17366386053267,266.464480897665,0.338787032134746,0,1001.73474616514,26.4698167695763,36.7427269115874,0.984612974548519,1.29463438985301
58,"adults",188466.548372152,764700.069474749,135,38,0.333132017492258,-0.466921259008822,0.560308027289649,324.524747978574,0.76895124270965,0,1910.75232701257,20.3620288365098,72.1766936382131,0.384891085955227,-1.21669930562035
59,"adults",450683.315854639,1324181.30112132,194,183,0.929484118957,0.653256104884675,1.19294538259987,263.529333921414,0.455959792038111,1,1128.74089061722,25.6181397847753,19.6009151834714,0.811491912026457,1.06658554720004
60,"adults",177433.173056967,854184.093127967,128,66,0.536769306561231,-0.0446609272081532,0.753852608337975,296.825739344359,0.71630720631711,1,1756.23503641518,21.7988033918897,131.176384148213,0.416738430145002,-0.851508296128398
61,"adults",281459.957759496,810478.80952278,68,48,0.613773749626727,0.167964350208449,0.702149308408691,281.401712373199,0.742647456114633,1,1845.32958633885,20.0910675431613,41.2123744889013,0.692526602341133,-1.02987283527523
62,"adults",993217.616160344,1416896.42054264,115,104,0.933013824713125,2.76427358663264,-0.275739239542811,235.572638683795,0.329475132701298,1,951.291004374597,26.9573631646557,46.6381104237376,0.00230544924594473,1.44496290076935
63,"adults",658647.200002995,977777.070215028,90,72,0.750385141869917,0.822291563381654,0.489158803299446,245.502704042392,0.710671793187425,0,1564.53596838083,23.1194866748308,91.7914678689862,0.459312943521084,-0.347116090392836
64,"adults",473122.71681576,863917.588595727,150,91,0.548177236905492,-0.071017158527241,0.214562276255958,282.901654813953,0.798343383995451,0,1857.15696025975,22.3678260583469,163.537131425707,0.985322270986014,-0.811785171366687
65,"adults",323532.981229833,1030307.40258484,124,82,0.65011360033864,0.698398948246385,-0.304476392864528,314.696041178319,0.604449120989234,1,1593.17574574404,24.8088887924558,39.0977704350196,0.935235562283577,-0.132735865589551
66,"adults",847155.248354612,932522.210502572,103,57,0.602871279011925,0.892064238465062,0.196125305499762,204.082862918766,0.651701454037389,1,1724.59909776206,22.5095530859493,109.719427650689,0.102389452497934,-0.531804565811144
67,"adults",722685.727958675,1204919.67720457,115,80,0.710344106821149,0.991464642226901,0.0434103095463512,373.895229512348,0.491875208330008,1,1166.60718497259,25.2484160246415,67.8716234212507,0.177929050760048,0.57986991849081
68,"adults",871459.980512979,948748.569235961,173,130,0.782608493688155,1.56437339314804,0.403101505211535,252.508438467483,0.640216186419643,0,1705.36166793593,22.768876380202,95.7034759934524,0.0747586804621402,-0.46558357926734
69,"adults",-141976.053359188,1054447.45833607,172,59,0.356056952702468,0.413732161073467,-0.549878391508535,278.881604859285,0.683320046369818,1,1475.30691486681,23.9523638194146,23.5169294564831,0.0283631111327386,-0.0342184881954932
70,"adults",311063.130972942,1318401.31504752,194,179,0.8960456053868,0.703095357484493,0.667878450690346,348.751823707401,0.367024346736538,0,1198.23629565395,26.5324713383301,32.1826082144632,0.998134310214349,1.04299699068493
71,"adults",591786.357806266,1103351.71531957,180,153,0.872278717156621,1.08899684187662,0.731578846178621,338.761431608973,0.65330158675544,0,1403.50148237356,23.0779698707015,52.2735787143942,0.562763442603299,0.16536345109536
72,"adults",-28921.5172322698,844751.737330161,84,41,0.396162336223471,0.278631591707066,0.132748354452054,273.689667325196,0.813727504345867,1,1829.50023269217,21.1315424151657,35.6310396949278,0.0603215596820314,-0.890002447319421
73,"adults",657753.161855746,1115609.95889654,180,151,0.80380622575652,1.15131300392256,0.327670273499211,330.323980305931,0.610904038755059,0,1434.36253396237,24.0761068257393,109.628241253728,0.365555669607599,0.215390262180901
74,"adults",349288.261655048,1167694.46000151,78,60,0.765867521656814,0.749033536871171,-0.0970218233953848,339.972116640166,0.510700477501838,0,1298.44647942174,23.8203551860585,36.4995808160912,0.99810367665352,0.427951016166687
75,"adults",862131.84588334,1294004.80679115,168,112,0.732929271446171,1.69300710572691,-0.554321641174992,318.521783929178,0.364915369351699,1,1133.51246646725,26.6164629183838,99.0074978928709,0.0282396701029113,0.943433011390172
76,"adults",493538.045333882,946927.471917777,87,67,0.6983085417799,0.225358322915706,0.434480482066848,245.843765519919,0.757748161351123,0,1608.14721300505,23.8192228247127,120.758150375275,0.930280029321546,-0.473015613957558
77,"adults",-12522.7391323641,826301.101021027,174,52,0.294025129570118,0.0564580270944642,-0.0612695227827426,309.660509725299,0.818637273357327,1,1819.63025576239,20.8097558180201,98.3149578247817,0.0692052883475004,-0.965300877412523
78,"adults",634962.414924367,916225.189965223,150,106,0.684772271720598,0.59963605313863,0.403564568629792,278.898016723464,0.76153580629049,1,1679.17218790884,22.3276483352251,102.633791158457,0.576126929667807,-0.598313928474693
79,"adults",-103302.40349933,808330.10422147,119,39,0.362452345676375,0.487566285016215,-0.103834704914394,294.844002278147,0.83507400987697,1,1851.84098814327,21.9130113824118,41.293107902139,0.0204466040861019,-1.03864186270662
80,"adults",-63189.8238983054,867456.537950993,202,69,0.377719028382989,0.210561929179002,0.0948446259207487,288.343198572399,0.807527233592567,0,1848.58449476935,22.9489645410442,31.8029404912259,0.0425587367596236,-0.797342453719132
81,"adults",173081.379564313,1205640.36371481,170,121,0.789335747410759,0.436066812221638,0.600942172713609,326.762418111952,0.446688502329539,1,1118.89470683282,25.0105112577806,37.0756527569435,0.668914772834146,0.582811094171752
82,"adults",472064.813523248,706970.75579612,105,62,0.532995063858389,-0.393205527792761,0.811597645918377,335.675476028392,0.868329787330682,1,1978.1933480041,19.6319070944142,168.456771805325,0.999440266633163,-1.45229696293265
83,"adults",487580.902516295,1314657.41860486,119,111,0.923620140426484,0.731638496150443,1.13006228392405,295.206537883174,0.482641198139757,0,1264.28834685668,26.1881020891017,18.4891756275503,0.714940688297256,1.02771786860808
84,"adults",950357.70759689,1339817.36152745,193,148,0.794872730456817,1.51611696597313,-0.129277830792158,290.689055000486,0.359520880971056,0,1094.04211453041,27.6827795986202,81.653833718376,0.00653846510547869,1.13039748201335
85,"adults",780975.322215291,1309543.82927229,186,161,0.884594455896455,2.40060156372278,-0.31734096059004,301.139644617505,0.371797624121415,1,1242.29126776747,26.5524939041416,40.0591898949658,0.073684248095004,1.00684892715628
86,"adults",362824.798769398,770658.438908865,70,29,0.39185869437114,-0.105249884313361,-0.0355214318925127,324.840640534986,0.798646434478969,1,2041.15147788458,21.1804391101779,89.8015698872437,0.882493196689665,-1.19238275323773
87,"adults",939345.646452811,1073837.13872927,105,79,0.693698805352575,1.12463535765188,0.194692526523969,295.427883048795,0.565830838917712,0,1511.20040587722,24.7987807663446,117.874354754997,0.0211322757095896,0.0449122512084475
88,"adults",199481.088535643,1110356.63354431,73,41,0.621302440823497,0.372549963033101,0.0258367596429343,362.288191843611,0.515314273005917,1,1342.98545044072,23.2098480264198,33.9930898825691,0.675430710732814,0.193951047556338
89,"adults",608807.259102629,1159506.61454466,209,164,0.763925291537067,0.984834529525264,0.078628917089957,343.051933759858,0.604106751151382,1,1264.17734803125,24.8894644621092,35.185402548694,0.469771460911381,0.394535804982854
90,"adults",240059.141280966,774229.273608878,174,78,0.399475571271183,-0.233014709631773,0.458926258681549,351.449597468477,0.758253431397852,1,1890.22809099443,20.101959726042,143.938174525938,0.539455619827006,-1.1778099091077
91,"adults",819766.223009862,1068304.29672863,141,99,0.677672828723105,0.923934458298101,0.276921734976769,295.706024162144,0.550202427316326,0,1318.69336863455,24.2651380475714,144.320227515597,0.0947937598839453,0.0223323081852911
92,"adults",46591.939987308,1493925.8457396,80,61,0.783171192737578,1.1235480433359,-0.579562920017547,299.332275475036,0.306224658259318,1,789.221974392126,28.7124771984034,13.239372489235,0.508255413067918,1.75932576019193
93,"adults",145889.985350605,1180713.56702582,109,84,0.717558217508227,0.392496664679616,0.389769068867928,341.866672964158,0.48059991264002,0,1360.59609970173,24.3866614538959,21.5559146309258,0.567221635076104,0.481082968025652
94,"adults",435465.150362074,1346546.7989881,124,121,0.949233450106281,0.831808060709088,1.3051317252725,259.559617550003,0.42830335392363,0,1157.31591319236,26.5762202996374,36.9872269339978,0.835993216200041,1.15786082082219
95,"adults",-35136.4955438726,1354241.06781374,98,66,0.714560076393661,1.10565254746841,-0.44952992565265,279.518581300454,0.45502044655975,1,1069.23374313143,27.0962051953579,10.4272128782843,0.215758711187389,1.1892617087687
96,"adults",12373.135531188,1240048.10269733,114,74,0.687882215085426,0.866693954668519,-0.129971455012435,325.888743460173,0.525627372416167,0,1356.18473179587,23.8347613775013,13.5275549433237,0.2526666272471,0.723231656640608
97,"adults",65888.6120687466,1413078.37436015,100,83,0.809169298687296,0.86983471821563,-0.0276860256927058,231.113420808558,0.351849221500693,1,976.642094728918,28.1011238717704,11.6467041648606,0.504514557752935,1.42938116804494
98,"adults",265440.282614823,834252.365095841,140,87,0.642383047845878,0.359346337599566,0.621602247928564,302.068072799468,0.723665129212222,0,1687.47583901167,22.2112259698499,66.7182365308194,0.662635371407791,-0.932851172586204
99,"adults",-98435.4703246848,739456.775194364,174,53,0.312668331815884,0.304973805139111,0.0324573497008511,371.376425295619,0.864137775879052,0,2017.55804701446,20.7354296698633,57.1943625957226,0.0170972468477959,-1.31971908216596
100,"adults",524815.440218893,1341324.11934332,113,106,0.918863036282839,1.13529825644118,0.714346763422889,281.870587042836,0.471319894032376,0,1097.42849872205,27.4464932247414,46.8004140160557,0.582330747016009,1.13654667362737
101,"adults",-14238.2049298857,1285151.64041584,119,89,0.712789298532813,0.812931191570964,-0.0236505594218339,325.470655975596,0.503062918499725,0,1141.99496138034,26.2945111373795,20.8690131018998,0.222127958876143,0.907302575656411
102,"adults",173490.219715552,682049.512196451,60,5,0.0832722293434726,-1.83272910574859,0.459350362188093,356.275382327669,0.816782104958288,1,2006.28942340083,18.7524093774747,203.948172022049,0.295085551459688,-1.55400242650487
103,"adults",310619.794251798,1089969.91922111,131,103,0.737299529975603,0.978326197515637,-0.284381562937424,310.602112230027,0.549794340445756,0,1571.45267697213,22.7577772574823,72.2374861584488,0.939060059865955,0.110751337932582
104,"adults",767089.134527338,1256007.11042707,130,113,0.859398633896104,2.15317606169008,-0.214135949797708,338.123802537742,0.420927025551883,0,1218.65721846919,25.4561103160502,45.0091697796103,0.100004067957999,0.78836156369416
105,"adults",91273.5547087737,894929.327336895,215,68,0.294562567456803,-0.558788235104222,0.263321222230769,186.268665135981,0.731882973344012,0,1778.08652266248,19.9414040279534,74.9691653281152,0.234478268165284,-0.685223940494046
106,"adults",433757.328565418,987930.312024877,129,96,0.758698059103624,0.554273454735733,0.311126424382629,263.49294038411,0.706292307100348,1,1639.7136513024,23.6857553639325,78.7810397063125,0.991232370064956,-0.305679949339053
107,"adults",305531.26200404,933334.839091741,190,136,0.714899956892594,0.495657514435391,0.427965093462502,241.286645400442,0.668320976654076,1,1756.94088117806,21.9878308447204,92.6809730295409,0.845253876563297,-0.528488167612837
108,"adults",951598.42462158,1477632.64299763,89,68,0.779329596375791,1.98255331416243,-0.979302933373731,219.512582614694,0.264188088530869,0,950.882315840024,27.8811932080411,106.791868642284,0.00361118944226244,1.69283197823756
109,"adults",-129232.187147298,850069.537699991,105,37,0.350301486664805,0.733144533167115,-0.483514480619027,292.082366463361,0.811091488642937,0,1670.89656106452,23.875786737881,45.2362588705432,0.0164556355556859,-0.868300105314095
110,"adults",420892.269085075,805338.055479433,166,89,0.512693856233217,-0.205861942537435,0.361093442318059,315.175071239205,0.808094115225715,0,1815.66178176685,21.0042970063131,118.495599378181,0.986540908236016,-1.05085263794833
111,"adults",395269.370319907,1305723.65597927,84,74,0.92865383297688,0.930940785067462,0.860741276240548,292.865711746467,0.432472988263253,1,1079.25413157643,25.5834075056206,19.3821876410714,0.942239800999329,0.991258513534309
112,"adults",166710.324201699,485231.228142929,145,8,0.0671020879683092,-1.12674246207489,0.00469997596560144,257.799233482323,0.89560721510726,1,2344.60658358754,20.7925355472416,183.694659528449,0.181534614888494,-2.35723259995489
113,"adults",626172.78855162,1126749.82857276,114,97,0.860408295810239,1.54101827074398,0.260494258860015,360.118429509569,0.621082642802113,1,1437.70307396648,25.286113351141,55.7370790418537,0.443868554389404,0.260852905528643
114,"adults",119520.260680109,920574.492597786,69,25,0.411758960822172,-0.269657338584384,0.419654762352286,268.54341631699,0.698224188329612,0,1904.06508490548,22.7949852807766,71.8459920759599,0.310781654902687,-0.58056409834717
115,"adults",698831.941878589,821762.368080472,192,114,0.648297183170887,1.14013157614447,0.010808716258046,299.820147478258,0.784146934926695,0,1889.16694520614,19.6672933306276,209.757413755001,0.457848374752223,-0.983823786829285
116,"adults",901766.647378017,1186495.12259642,144,89,0.583286562813288,0.782916555213347,-0.112828789877738,345.735561177913,0.457155857749696,0,1290.72186224276,26.1954172777303,96.2581333766483,0.0239067860979711,0.504677929774856
117,"adults",438028.327363321,1304430.09396883,142,135,0.925833045454358,1.00835265221534,0.802674648748082,308.912384534251,0.463955831293055,0,1355.46427980232,26.5827990824726,25.2364353868671,0.855972351084777,0.985979389986353
118,"adults",942188.921989461,1098952.93053971,167,116,0.720009263936199,0.841813009653477,0.579438441345729,333.384318901659,0.547202357540695,1,1518.71399770404,24.2683447653966,91.2932608548557,0.0185632826684903,0.147411680614879
119,"adults",565533.281637494,859141.109232168,123,94,0.705077910132548,0.395577704359353,0.578846222154627,268.60461539562,0.811225634177519,0,1705.58655151133,22.4539566297356,107.001434232213,0.820390322713275,-0.831278341760491
120,"adults",182626.67335127,1014572.75854844,139,74,0.547973200994041,0.19306066244842,0.132966614219355,251.702456174206,0.59740089904898,0,1545.48544398393,23.3441562173959,79.245429356707,0.55055684806505,-0.196950127589188
121,"adults",59718.9042202198,1103956.98842567,138,61,0.3817988596258,-0.0413613888015449,-0.247793363731872,326.105997471909,0.602716184311206,0,1468.0421955642,24.2027250137114,16.7036126054217,0.280331714061539,0.16783361602102
122,"adults",574764.781110475,783623.479705311,198,87,0.4331739762559,-0.390326799901656,0.383537303177978,340.522782105598,0.845179029654802,1,1888.89023169195,21.7369351220041,137.492785850489,0.845557064022182,-1.13947144970821
123,"adults",684976.240978832,860475.049168472,158,101,0.66265940665865,0.950793395022181,0.187331071868304,295.786238312014,0.769475840313837,1,1814.22294804186,21.311378664266,85.3965665873253,0.469409545498128,-0.825834432869802
124,"adults",-186316.822226133,973395.020290795,203,76,0.327762277341009,0.90329863503083,-0.99350254060314,242.991227850615,0.717704182173035,0,1676.31218422988,21.0942383157284,25.0988794134245,0.0112761192815308,-0.364999564672851
125,"adults",535440.268781501,1284930.41968135,119,112,0.898375747170319,0.934767702920541,0.768993039999251,309.034306929111,0.518430996286701,0,1151.93964284613,25.6821000340173,42.0993976597019,0.593621789654789,0.906399757253185
126,"adults",403198.587489174,828584.338194949,72,43,0.590043313210549,0.241518641987911,0.178243787865021,274.517470662573,0.787489241907383,1,1817.65621808133,21.9420510824016,133.513842861853,0.975289124373425,-0.955982815322631
127,"adults",459498.659831069,1346690.53074387,117,111,0.953599351900084,1.08735301767751,1.1963014864459,278.578797612825,0.442929691870254,0,1204.68891464105,26.3357093510766,42.785579942471,0.772085748631765,1.15844740089362
128,"adults",53322.0211911014,840600.922139635,200,86,0.400834985956128,-0.0106800210528649,0.408606307892345,300.704634052216,0.785087647839764,0,1747.20757253397,20.4469835878829,35.5337509874968,0.145703911777659,-0.906942235314618
129,"adults",564639.880260382,887430.23670164,135,102,0.690293520165351,0.412036485270834,0.434058887532141,240.183377790059,0.796766065216057,1,1826.19989715987,20.7368307224394,133.979098922576,0.803841250278311,-0.715828291612333
